#tile_ID  tile_obs  tile_log
0402    0        null
0403    0        null
0404    0        null
0405    0        null
0406    0        null
0407    0        null
0408    0        null
0409    0        null
0410    0        null
0411    0        null
0412    0        null
0413    0        null
0414    0        null
0415    0        null
0416    0        null
0417    0        null
0418    0        null
0419    0        null
0420    0        null
0421    0        null
0422    0        null
0423    0        null
0424    0        null
0425    0        null
0426    0        null
0427    0        null
0428    0        null
0429    0        null
0430    0        null
0431    0        null
0432    0        null
0433    0        null
0434    0        null
0435    0        null
0436    0        null
0437    0        null
0438    0        null
0439    0        null
0440    0        null
0441    0        null
0442    0        null
0443    0        null
0444    0        null
0445    0        null
0446    0        null
0447    0        null
0448    0        null
0449    0        null
0450    0        null
0451    0        null
0452    0        null
0453    0        null
0454    0        null
0455    0        null
0456    0        null
0457    0        null
0458    0        null
0459    0        null
0460    0        null
0461    0        null
0462    0        null
0463    0        null
0464    0        null
0465    0        null
0466    0        null
0467    0        null
0468    0        null
0469    0        null
0470    0        null
0471    0        null
0472    0        null
0473    0        null
0474    0        null
0475    0        null
0476    0        null
0477    0        null
0478    0        null
0479    0        null
0480    0        null
0481    0        null
0482    0        null
0483    0        null
0484    0        null
0485    0        null
0486    0        null
0487    0        null
0488    0        null
0489    0        null
0490    0        null
0491    0        null
0492    0        null
0493    0        null
0494    0        null
0495    0        null
0496    0        null
0497    0        null
0498    0        null
0499    0        null
0500    0        null
0501    0        null
0502    0        null
0503    0        null
0504    0        null
0505    0        null
0506    0        null
0507    0        null
0508    0        null
0509    0        null
0510    0        null
0511    0        null
0512    0        null
0513    0        null
0514    0        null
0515    0        null
0516    0        null
0517    0        null
0518    0        null
0519    0        null
0520    0        null
0521    0        null
0522    0        null
0523    0        null
0524    0        null
0525    0        null
0526    0        null
0527    0        null
0528    0        null
0529    0        null
0530    0        null
0531    0        null
0532    0        null
0533    0        null
0534    0        null
0535    0        null
0536    0        null
0537    0        null
0538    0        null
0539    0        null
0540    0        null
0541    0        null
0542    0        null
0543    0        null
0544    0        null
0545    0        null
0546    0        null
0547    0        null
0548    0        null
0549    0        null
0550    0        null
0551    0        null
0552    0        null
0553    0        null
0554    0        null
0555    0        null
0556    0        null
0557    0        null
0558    0        null
0559    0        null
0560    0        null
0561    0        null
0562    0        null
0563    0        null
0564    0        null
0565    0        null
0566    0        null
0567    0        null
0568    0        null
0569    0        null
0570    0        null
0571    0        null
0572    0        null
0573    0        null
0574    0        null
0575    0        null
0576    0        null
0577    0        null
0578    0        null
0579    0        null
0580    0        null
0581    0        null
0582    0        null
0583    0        null
0584    0        null
0585    0        null
0586    0        null
0587    0        null
0588    0        null
0589    0        null
0590    0        null
0591    0        null
0592    0        null
0593    0        null
0594    0        null
0595    0        null
0596    0        null
0597    0        null
0598    0        null
0599    0        null
0600    0        null
0601    0        null
0602    0        null
0603    0        null
0604    0        null
0605    0        null
0606    0        null
0607    0        null
0608    0        null
0609    0        null
0610    0        null
0611    0        null
0612    0        null
0613    0        null
0614    0        null
0615    0        null
0616    0        null
0617    0        null
0618    0        null
0619    0        null
0620    0        null
0621    0        null
0622    0        null
0623    0        null
0624    0        null
0625    0        null
0626    0        null
0627    0        null
0628    0        null
0629    0        null
0630    0        null
0631    0        null
0632    0        null
0633    0        null
0634    0        null
0635    0        null
0636    0        null
0637    0        null
0638    0        null
0639    0        null
0640    0        null
0641    0        null
0642    0        null
0643    0        null
0644    0        null
0645    0        null
0646    0        null
0647    0        null
0648    0        null
0649    0        null
0650    0        null
0651    0        null
0652    0        null
0653    0        null
0654    0        null
0655    0        null
0656    0        null
0657    0        null
0658    0        null
0659    0        null
0660    0        null
0661    0        null
0662    0        null
0663    0        null
0664    0        null
0665    0        null
0666    0        null
0667    0        null
0668    0        null
0669    0        null
0670    0        null
0671    0        null
0672    0        null
0673    0        null
0674    0        null
0675    0        null
0676    0        null
0677    0        null
0678    0        null
0679    0        null
0680    0        null
0681    0        null
0682    0        null
0683    0        null
0684    0        null
0685    0        null
0686    0        null
0687    0        null
0688    0        null
0689    0        null
0690    0        null
0691    0        null
0692    0        null
0693    0        null
0694    0        null
0695    0        null
0696    0        null
0697    0        null
0698    0        null
0699    0        null
0700    0        null
0701    0        null
0702    0        null
0703    0        null
0704    0        null
0705    0        null
0706    0        null
0707    0        null
0708    0        null
0709    0        null
0710    0        null
0711    0        null
0712    0        null
0713    0        null
0714    0        null
0715    0        null
0716    0        null
0717    0        null
0718    0        null
0719    0        null
0720    0        null
0721    0        null
0722    0        null
0723    0        null
0724    0        null
0725    0        null
0726    0        null
0727    0        null
0728    0        null
0729    0        null
0730    0        null
0731    0        null
0732    0        null
0733    0        null
0734    0        null
0735    0        null
0736    0        null
0737    0        null
0738    0        null
0739    0        null
0740    0        null
0741    0        null
0742    0        null
0743    0        null
0744    0        null
0745    0        null
0746    0        null
0747    0        null
0748    0        null
0749    0        null
0750    0        null
0751    0        null
0752    0        null
0753    0        null
0754    0        null
0755    0        null
0756    0        null
0757    0        null
0758    0        null
0759    0        null
0760    0        null
0761    0        null
0762    0        null
0763    0        null
0764    0        null
0765    0        null
0766    0        null
0767    0        null
0768    0        null
0769    0        null
0770    0        null
0771    0        null
0772    0        null
0773    0        null
0774    0        null
0775    0        null
0776    0        null
0777    0        null
0778    0        null
0779    0        null
0780    0        null
0781    0        null
0782    0        null
0783    0        null
0784    0        null
0785    0        null
0786    0        null
0787    0        null
0788    0        null
0789    0        null
0790    0        null
0791    0        null
0792    0        null
0793    0        null
0794    0        null
0795    0        null
0796    0        null
0797    0        null
0798    0        null
0799    0        null
0800    0        null
0801    0        null
0802    0        null
0803    0        null
0804    0        null
0805    0        null
0806    0        null
0807    0        null
0808    0        null
0809    0        null
0810    0        null
0811    0        null
0812    0        null
0813    0        null
0814    0        null
0815    0        null
0816    0        null
0817    0        null
0818    0        null
0819    0        null
0820    0        null
0821    0        null
0822    0        null
0823    0        null
0824    0        null
0825    0        null
0826    0        null
0827    0        null
0828    0        null
0829    0        null
0830    0        null
0831    0        null
0832    0        null
0833    0        null
0834    0        null
0835    0        null
0836    0        null
0837    0        null
0838    0        null
0839    0        null
0840    0        null
0841    0        null
0842    0        null
0843    0        null
0844    0        null
0845    0        null
0846    0        null
0847    0        null
0848    0        null
0849    0        null
0850    0        null
0851    0        null
0852    0        null
0853    0        null
0854    0        null
0855    0        null
0856    0        null
0857    0        null
0858    0        null
0859    0        null
0860    0        null
0861    0        null
0862    0        null
0863    0        null
0864    0        null
0865    0        null
0866    0        null
0867    0        null
0868    0        null
0869    0        null
0870    0        null
0871    0        null
0872    0        null
0873    0        null
0874    0        null
0875    0        null
0876    0        null
0877    0        null
0878    0        null
0879    0        null
0880    0        null
0881    0        null
0882    0        null
0883    0        null
0884    0        null
0885    0        null
0886    0        null
0887    0        null
0888    0        null
0889    0        null
0890    0        null
0891    0        null
0892    0        null
0893    0        null
0894    0        null
0895    0        null
0896    0        null
0897    0        null
0898    0        null
0899    0        null
0900    0        null
0901    0        null
0902    0        null
0903    0        null
0904    0        null
0905    0        null
0906    0        null
0907    0        null
0908    0        null
0909    0        null
0910    0        null
0911    0        null
0912    0        null
0913    0        null
0914    0        null
0915    0        null
0916    0        null
0917    0        null
0918    0        null
0919    0        null
0920    0        null
0921    0        null
0922    0        null
0923    0        null
0924    0        null
0925    0        null
0926    0        null
0927    0        null
0928    0        null
0929    0        null
0930    0        null
0931    0        null
0932    0        null
0933    0        null
0934    0        null
0935    0        null
0936    0        null
0937    0        null
0938    0        null
0939    0        null
0940    0        null
0941    0        null
0942    0        null
0943    0        null
0944    0        null
0945    0        null
0946    0        null
0947    0        null
0948    0        null
0949    0        null
0950    0        null
0951    0        null
0952    0        null
0953    0        null
0954    0        null
0955    0        null
0956    0        null
0957    0        null
0958    0        null
0959    0        null
0960    0        null
0961    0        null
0962    0        null
0963    0        null
0964    0        null
0965    0        null
0966    0        null
0967    0        null
0968    0        null
0969    0        null
0970    0        null
0971    0        null
0972    0        null
0973    0        null
0974    0        null
0975    0        null
0976    0        null
0977    0        null
0978    0        null
0979    0        null
0980    0        null
0981    0        null
0982    0        null
0983    0        null
0984    0        null
0985    0        null
0986    0        null
0987    0        null
0988    0        null
0989    0        null
0990    0        null
0991    0        null
0992    0        null
0993    0        null
0994    0        null
0995    0        null
0996    0        null
0997    0        null
0998    0        null
0999    0        null
1000    0        null
1001    0        null
1002    0        null
1003    0        null
1004    0        null
1005    0        null
1006    0        null
1007    0        null
1008    0        null
1009    0        null
1010    0        null
1011    0        null
1012    0        null
1013    0        null
1014    0        null
1015    0        null
1016    0        null
1017    0        null
1018    0        null
1019    0        null
1020    0        null
1021    0        null
1022    0        null
1023    0        null
1024    0        null
1025    0        null
1026    0        null
1027    0        null
1028    0        null
1029    0        null
1030    0        null
1031    0        null
1032    0        null
1033    0        null
1034    0        null
1035    0        null
1036    0        null
1037    0        null
1038    0        null
1039    0        null
1040    0        null
1041    0        null
1042    0        null
1043    0        null
1044    0        null
1045    0        null
1046    0        null
1047    0        null
1048    0        null
1049    0        null
1050    0        null
1051    0        null
1052    0        null
1053    0        null
1054    0        null
1055    0        null
1056    0        null
1057    0        null
1058    0        null
1059    0        null
1060    0        null
1061    0        null
1062    0        null
1063    0        null
1064    0        null
1065    0        null
1066    0        null
1067    0        null
1068    0        null
1069    0        null
1070    0        null
1071    0        null
1072    0        null
1073    0        null
1074    0        null
1075    0        null
1076    0        null
1077    0        null
1078    0        null
1079    0        null
1080    0        null
1081    0        null
1082    0        null
1083    0        null
1084    0        null
1085    0        null
1086    0        null
1087    0        null
1088    0        null
1089    0        null
1090    0        null
1091    0        null
1092    0        null
1093    0        null
1094    0        null
1095    0        null
1096    0        null
1097    0        null
1098    0        null
1099    0        null
1100    0        null
1101    0        null
1102    0        null
1103    0        null
1104    0        null
1105    0        null
1106    0        null
1107    0        null
1108    0        null
1109    0        null
1110    0        null
1111    0        null
1112    0        null
1113    0        null
1114    0        null
1115    0        null
1116    0        null
1117    0        null
1118    0        null
1119    0        null
1120    0        null
1121    0        null
1122    0        null
1123    0        null
1124    0        null
1125    0        null
1126    0        null
1127    0        null
1128    0        null
1129    0        null
1130    0        null
1131    0        null
1132    0        null
1133    0        null
1134    0        null
1135    0        null
1136    0        null
1137    0        null
1138    0        null
1139    0        null
1140    0        null
1141    0        null
1142    0        null
1143    0        null
1144    0        null
1145    0        null
1146    0        null
1147    0        null
1148    0        null
1149    0        null
1150    0        null
1151    0        null
1152    0        null
1153    0        null
1154    0        null
1155    0        null
1156    0        null
1157    0        null
1158    0        null
1159    0        null
1160    0        null
1161    0        null
1162    0        null
1163    0        null
1164    0        null
1165    0        null
1166    0        null
1167    0        null
1168    0        null
1169    0        null
1170    0        null
1171    0        null
1172    0        null
1173    0        null
1174    0        null
1175    0        null
1176    0        null
1177    0        null
1178    0        null
1179    0        null
1180    0        null
1181    0        null
1182    0        null
1183    0        null
1184    0        null
1185    0        null
1186    0        null
1187    0        null
1188    0        null
1189    0        null
1190    0        null
1191    0        null
1192    0        null
1193    0        null
1194    0        null
1195    0        null
1196    0        null
1197    0        null
1198    0        null
1199    0        null
1200    0        null
1201    0        null
1202    0        null
1203    0        null
1204    0        null
1205    0        null
1206    0        null
1207    0        null
1208    0        null
1209    0        null
1210    0        null
1211    0        null
1212    0        null
1213    0        null
1214    0        null
1215    0        null
1216    0        null
1217    0        null
1218    0        null
1219    0        null
1220    0        null
1221    0        null
1222    0        null
1223    0        null
1224    0        null
1225    0        null
1226    0        null
1227    0        null
1228    0        null
1229    0        null
1230    0        null
1231    0        null
1232    0        null
1233    0        null
1234    0        null
1235    0        null
1236    0        null
1237    0        null
1238    0        null
1239    0        null
1240    0        null
1241    0        null
1242    0        null
1243    0        null
1244    0        null
1245    0        null
1246    0        null
1247    0        null
1248    0        null
1249    0        null
1250    0        null
1251    0        null
1252    0        null
1253    0        null
1254    0        null
1255    0        null
1256    0        null
1257    0        null
1258    0        null
1259    0        null
1260    0        null
1261    0        null
1262    0        null
1263    0        null
1264    0        null
1265    0        null
1266    0        null
1267    0        null
1268    0        null
1269    0        null
1270    0        null
1271    0        null
1272    0        null
1273    0        null
1274    0        null
1275    0        null
1276    0        null
1277    0        null
1278    0        null
1279    0        null
1280    0        null
1281    0        null
1282    0        null
1283    0        null
1284    0        null
1285    0        null
1286    0        null
1287    0        null
1288    0        null
1289    0        null
1290    0        null
1291    0        null
1292    0        null
1293    0        null
1294    0        null
1295    0        null
1296    0        null
1297    0        null
1298    0        null
1299    0        null
1300    0        null
1301    0        null
1302    0        null
1303    0        null
1304    0        null
1305    0        null
1306    0        null
1307    0        null
1308    0        null
1309    0        null
1310    0        null
1311    0        null
1312    0        null
1313    0        null
1314    0        null
1315    0        null
1316    0        null
1317    0        null
1318    0        null
1319    0        null
1320    0        null
1321    0        null
1322    0        null
1323    0        null
1324    0        null
1325    0        null
1326    0        null
1327    0        null
1328    0        null
1329    0        null
1330    0        null
1331    0        null
1332    0        null
1333    0        null
1334    0        null
1335    0        null
1336    0        null
1337    0        null
1338    0        null
1339    0        null
1340    0        null
1341    0        null
1342    0        null
1343    0        null
1344    0        null
1345    0        null
1346    0        null
1347    0        null
1348    0        null
1349    0        null
1350    0        null
1351    0        null
1352    0        null
1353    0        null
1354    0        null
1355    0        null
1356    0        null
1357    0        null
1358    0        null
1359    0        null
1360    0        null
1361    0        null
1362    0        null
1363    0        null
1364    0        null
1365    0        null
1366    0        null
1367    0        null
1368    0        null
1369    0        null
1370    0        null
1371    0        null
1372    0        null
1373    0        null
1374    0        null
1375    0        null
1376    0        null
1377    0        null
1378    0        null
1379    0        null
1380    0        null
1381    0        null
1382    0        null
1383    0        null
1384    0        null
1385    0        null
1386    0        null
1387    0        null
1388    0        null
1389    0        null
1390    0        null
1391    0        null
1392    0        null
1393    0        null
1394    0        null
1395    0        null
1396    0        null
1397    0        null
1398    0        null
1399    0        null
1400    0        null
1401    0        null
1402    0        null
1403    0        null
1404    0        null
1405    0        null
1406    0        null
1407    0        null
1408    0        null
1409    0        null
1410    0        null
1411    0        null
1412    0        null
1413    0        null
1414    0        null
1415    0        null
1416    0        null
1417    0        null
1418    0        null
1419    0        null
1420    0        null
1421    0        null
1422    0        null
1423    0        null
1424    0        null
1425    0        null
1426    0        null
1427    0        null
1428    0        null
1429    0        null
1430    0        null
1431    0        null
1432    0        null
1433    0        null
1434    0        null
1435    0        null
1436    0        null
1437    0        null
1438    0        null
1439    0        null
1440    0        null
1441    0        null
1442    0        null
1443    0        null
1444    0        null
1445    0        null
1446    0        null
1447    0        null
1448    0        null
1449    0        null
1450    0        null
1451    0        null
1452    0        null
1453    0        null
1454    0        null
1455    0        null
1456    0        null
1457    0        null
1458    0        null
1459    0        null
1460    0        null
1461    0        null
1462    0        null
1463    0        null
1464    0        null
1465    0        null
1466    0        null
1467    0        null
1468    0        null
1469    0        null
1470    0        null
1471    0        null
1472    0        null
1473    0        null
1474    0        null
1475    0        null
1476    0        null
1477    0        null
1478    0        null
1479    0        null
1480    0        null
1481    0        null
1482    0        null
1483    0        null
1484    0        null
1485    0        null
1486    0        null
1487    0        null
1488    0        null
1489    0        null
1490    0        null
1491    0        null
1492    0        null
1493    0        null
1494    0        null
1495    0        null
1496    0        null
1497    0        null
1498    0        null
1499    0        null
1500    0        null
1501    0        null
1502    0        null
1503    0        null
1504    0        null
1505    0        null
1506    0        null
1507    0        null
1508    0        null
1509    0        null
1510    0        null
1511    0        null
1512    0        null
1513    0        null
1514    0        null
1515    0        null
1516    0        null
1517    0        null
1518    0        null
1519    0        null
1520    0        null
1521    0        null
1522    0        null
1523    0        null
1524    0        null
1525    0        null
1526    0        null
1527    0        null
1528    0        null
1529    0        null
1530    0        null
1531    0        null
1532    0        null
1533    0        null
1534    0        null
1535    0        null
1536    0        null
1537    0        null
1538    0        null
1539    0        null
1540    0        null
1541    0        null
1542    0        null
1543    0        null
1544    0        null
1545    0        null
1546    0        null
1547    0        null
1548    0        null
1549    0        null
1550    0        null
1551    0        null
1552    0        null
1553    0        null
1554    0        null
1555    0        null
1556    0        null
1557    0        null
1558    0        null
1559    0        null
1560    0        null
1561    0        null
1562    0        null
1563    0        null
1564    0        null
1565    0        null
1566    0        null
1567    0        null
1568    0        null
1569    0        null
1570    0        null
1571    0        null
1572    0        null
1573    0        null
1574    0        null
1575    0        null
1576    0        null
1577    0        null
1578    0        null
1579    0        null
1580    0        null
1581    0        null
1582    0        null
1583    0        null
1584    0        null
1585    0        null
1586    0        null
1587    0        null
1588    0        null
1589    0        null
1590    0        null
1591    0        null
1592    0        null
1593    0        null
1594    0        null
1595    0        null
1596    0        null
1597    0        null
1598    0        null
1599    0        null
1600    0        null
1601    0        null
1602    0        null
1603    0        null
1604    0        null
1605    0        null
1606    0        null
1607    0        null
1608    0        null
1609    0        null
1610    0        null
1611    0        null
1612    0        null
1613    0        null
1614    0        null
1615    0        null
1616    0        null
1617    0        null
1618    0        null
1619    0        null
1620    0        null
1621    0        null
1622    0        null
1623    0        null
1624    0        null
1625    0        null
1626    0        null
1627    0        null
1628    0        null
1629    0        null
1630    0        null
1631    0        null
1632    0        null
1633    0        null
1634    0        null
1635    0        null
1636    0        null
1637    0        null
1638    0        null
1639    0        null
1640    0        null
1641    0        null
1642    0        null
1643    0        null
1644    0        null
1645    0        null
1646    0        null
1647    0        null
1648    0        null
1649    0        null
1650    0        null
1651    0        null
1652    0        null
1653    0        null
1654    0        null
1655    0        null
1656    0        null
1657    0        null
1658    0        null
1659    0        null
1660    0        null
1661    0        null
1662    0        null
1663    0        null
1664    0        null
1665    0        null
1666    0        null
1667    0        null
1668    0        null
1669    0        null
1670    0        null
1671    0        null
1672    0        null
1673    0        null
1674    0        null
1675    0        null
1676    0        null
1677    0        null
1678    0        null
1679    0        null
1680    0        null
1681    0        null
1682    0        null
1683    0        null
1684    0        null
1685    0        null
1686    0        null
1687    0        null
1688    0        null
1689    0        null
1690    0        null
1691    0        null
1692    0        null
1693    0        null
1694    0        null
1695    0        null
1696    0        null
1697    0        null
1698    0        null
1699    0        null
1700    0        null
1701    0        null
1702    0        null
1703    0        null
1704    0        null
1705    0        null
1706    0        null
1707    0        null
1708    0        null
1709    0        null
1710    0        null
1711    0        null
1712    0        null
1713    0        null
1714    0        null
1715    0        null
1716    0        null
1717    0        null
1718    0        null
1719    0        null
1720    0        null
1721    0        null
1722    0        null
1723    0        null
1724    0        null
1725    0        null
1726    0        null
1727    0        null
1728    0        null
1729    0        null
1730    0        null
1731    0        null
1732    0        null
1733    0        null
1734    0        null
1735    0        null
1736    0        null
1737    0        null
1738    0        null
1739    0        null
1740    0        null
1741    0        null
1742    0        null
1743    0        null
1744    0        null
1745    0        null
1746    0        null
1747    0        null
1748    0        null
1749    0        null
1750    0        null
1751    0        null
1752    0        null
1753    0        null
1754    0        null
1755    0        null
1756    0        null
1757    0        null
1758    0        null
1759    0        null
1760    0        null
1761    0        null
1762    0        null
1763    0        null
1764    0        null
1765    0        null
1766    0        null
1767    0        null
1768    0        null
1769    0        null
1770    0        null
1771    0        null
1772    0        null
1773    0        null
1774    0        null
1775    0        null
1776    0        null
1777    0        null
1778    0        null
1779    0        null
1780    0        null
1781    0        null
1782    0        null
1783    0        null
1784    0        null
1785    0        null
1786    0        null
1787    0        null
1788    0        null
1789    0        null
1790    0        null
1791    0        null
1792    0        null
1793    0        null
1794    0        null
1795    0        null
1796    0        null
1797    0        null
1798    0        null
1799    0        null
1800    0        null
1801    0        null
1802    0        null
1803    0        null
1804    0        null
1805    0        null
1806    0        null
1807    0        null
1808    0        null
1809    0        null
1810    0        null
1811    0        null
1812    0        null
1813    0        null
1814    0        null
1815    0        null
1816    0        null
1817    0        null
1818    0        null
1819    0        null
1820    0        null
1821    0        null
1822    0        null
1823    0        null
1824    0        null
1825    0        null
1826    0        null
1827    0        null
1828    0        null
1829    0        null
1830    0        null
1831    0        null
1832    0        null
1833    0        null
1834    0        null
1835    0        null
1836    0        null
1837    0        null
1838    0        null
1839    0        null
1840    0        null
1841    0        null
1842    0        null
1843    0        null
1844    0        null
1845    0        null
1846    0        null
1847    0        null
1848    0        null
1849    0        null
1850    0        null
1851    0        null
1852    0        null
1853    0        null
1854    0        null
1855    0        null
1856    0        null
1857    0        null
1858    0        null
1859    0        null
1860    0        null
1861    0        null
1862    0        null
1863    0        null
1864    0        null
1865    0        null
1866    0        null
1867    0        null
1868    0        null
1869    0        null
1870    0        null
1871    0        null
1872    0        null
1873    0        null
1874    0        null
1875    0        null
1876    0        null
1877    0        null
1878    0        null
1879    0        null
1880    0        null
1881    0        null
1882    0        null
1883    0        null
1884    0        null
1885    0        null
1886    0        null
1887    0        null
1888    0        null
1889    0        null
1890    0        null
1891    0        null
1892    0        null
1893    0        null
1894    0        null
1895    0        null
1896    0        null
1897    0        null
1898    0        null
1899    0        null
1900    0        null
1901    0        null
1902    0        null
1903    0        null
1904    0        null
1905    0        null
1906    0        null
1907    0        null
1908    0        null
1909    0        null
1910    0        null
1911    0        null
1912    0        null
1913    0        null
1914    0        null
1915    0        null
1916    0        null
1917    0        null
1918    0        null
1919    0        null
1920    0        null
1921    0        null
1922    0        null
1923    0        null
1924    0        null
1925    0        null
1926    0        null
1927    0        null
1928    0        null
1929    0        null
1930    0        null
1931    0        null
1932    0        null
1933    0        null
1934    0        null
1935    0        null
1936    0        null
1937    0        null
1938    0        null
1939    0        null
1940    0        null
1941    0        null
1942    0        null
1943    0        null
1944    0        null
1945    0        null
1946    0        null
1947    0        null
1948    0        null
1949    0        null
1950    0        null
1951    0        null
1952    0        null
1953    0        null
1954    0        null
1955    0        null
1956    0        null
1957    0        null
1958    0        null
1959    0        null
1960    0        null
1961    0        null
1962    0        null
1963    0        null
1964    0        null
1965    0        null
1966    0        null
1967    0        null
1968    0        null
1969    0        null
1970    0        null
1971    0        null
1972    0        null
1973    0        null
1974    0        null
1975    0        null
1976    0        null
1977    0        null
1978    0        null
1979    0        null
1980    0        null
1981    0        null
1982    0        null
1983    0        null
1984    0        null
1985    0        null
1986    0        null
1987    0        null
1988    0        null
1989    0        null
1990    0        null
1991    0        null
1992    0        null
1993    0        null
1994    0        null
